# Created by WEAP: 3/20/2020 7:36:21 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\BCSD_HistClimo_PandT.nc
# Raster grid: 185 rows x 201 columns, (53 N, 124 W) - (30 N, 99 W), 0.125 degree resolution (approximately 14 km)
# Timespan: Monthly, January 1950 - December 1999 (600 data points)
# Variables extracted:
#      Prcp: monthly_avg_Prcp[mm/d]
#      Tavg: monthly_avg_Tavg[C]

# WEAP Catchment: Colo Headwaters (174,643 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (66,819 ha),  3000 - 4000 m (106,563 ha),  4000 - 5000 m (1,262 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm/d]:Elevation 2000 to 3000 m, Prcp[mm/d]:Elevation 3000 to 4000 m, Prcp[mm/d]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m
1979, 5, 2.58, 3.231, 3.595, 5.175, 2.269, 0.9278
1979, 6, 1.787, 1.768, 1.711, 9.583, 6.976, 6.001
1979, 7, 0.5644, 0.6634, 0.8141, 13.71, 11.25, 10.35
1979, 8, 1.43, 1.43, 1.585, 12.28, 9.665, 8.598
1979, 9, 0.1103, 0.2978, 0.4553, 9.8, 7.717, 7.05
1979, 10, 0.7069, 1.116, 1.267, 4.223, 2.165, 1.505
1979, 11, 2.1, 3.711, 4.515, -8.337, -10.12, -10.67
1979, 12, 0.8325, 0.8658, 0.8394, -10.79, -10, -8.941
1980, 1, 4.036, 5.125, 5.408, -8.901, -10.54, -10.95
1980, 2, 2.824, 3.935, 3.977, -8.419, -8.921, -8.724
1980, 3, 2.067, 3.203, 3.822, -6.735, -8.51, -9.211
1980, 4, 1.721, 3.537, 4.384, -1.95, -4.406, -5.462
1980, 5, 1.88, 2.687, 3.129, 4.932, 2.062, 0.7044
1980, 6, 0.2035, 0.2425, 0.2978, 10.71, 8.244, 7.243
1980, 7, 1.414, 1.752, 1.77, 13.09, 11.52, 11.28
1980, 8, 1.198, 1.187, 1.163, 11.71, 10.01, 9.562
1980, 9, 1.514, 1.639, 1.584, 8.864, 6.932, 6.54
1980, 10, 0.8777, 1.26, 1.286, 1.989, -0.04711, -0.6486
1980, 11, 0.7742, 0.801, 0.7139, -3.325, -5.128, -5.804
1980, 12, 0.7203, 0.8463, 0.8766, -3.555, -4.773, -5.231
1981, 1, 0.3165, 0.5522, 0.7158, -6.839, -7.876, -8.012
1981, 2, 0.5688, 0.7836, 0.8488, -6.522, -8.602, -9.313
1981, 3, 2.18, 2.402, 2.493, -4.067, -6.602, -7.633
1981, 4, 1.324, 1.459, 1.434, 3.297, 0.6121, -0.4793
1981, 5, 3.453, 3.569, 3.52, 5.598, 2.442, 0.8457
1981, 6, 0.6714, 0.9712, 1.194, 11.86, 9.557, 8.699
1981, 7, 2.061, 2.599, 2.76, 13.57, 11.25, 10.4
1981, 8, 1.056, 1.489, 1.837, 12.48, 10.29, 9.563
1981, 9, 1.133, 1.662, 1.79, 9.726, 7.526, 6.826
1981, 10, 1.414, 1.791, 1.949, 2.937, 0.5499, -0.4327
1981, 11, 0.9527, 1.4, 1.591, -0.9546, -3.549, -4.737
1981, 12, 3.293, 4.481, 4.796, -6.791, -9.195, -10.16
1982, 1, 2.868, 3.167, 3.039, -9.564, -11.59, -12.37
1982, 2, 0.6049, 0.762, 0.8599, -9.735, -10.6, -10.63
1982, 3, 1.131, 1.474, 1.616, -3.324, -6.272, -7.446
1982, 4, 1.566, 2.101, 2.442, -1.098, -3.904, -5.081
1982, 5, 3.026, 3.453, 3.414, 4.649, 1.953, 0.7618
1982, 6, 0.6446, 0.7704, 0.8906, 8.451, 6.068, 5.096
1982, 7, 1.289, 1.546, 1.741, 12.41, 10.09, 9.261
1982, 8, 1.556, 2.141, 2.489, 13.25, 10.65, 9.468
1982, 9, 1.946, 2.086, 2.258, 8.028, 5.796, 4.843
1982, 10, 0.7988, 1.112, 1.32, 0.4011, -1.712, -2.555
1982, 11, 1.208, 1.623, 1.732, -6.088, -7.388, -7.789
1982, 12, 1.298, 1.717, 2.024, -9.934, -10.68, -10.8
1983, 1, 0.7117, 1.08, 1.314, -10.02, -9.91, -9.545
1983, 2, 1.581, 2.457, 2.51, -8.379, -9.425, -9.583
1983, 3, 3.138, 4.254, 4.539, -4.663, -6.639, -7.348
1983, 4, 2.382, 3.325, 3.783, -3.049, -5.817, -6.931
1983, 5, 2.886, 3.684, 4.221, 3.024, 0.349, -0.7979
1983, 6, 1.791, 1.747, 1.786, 8.786, 6.236, 5.14
1983, 7, 2.459, 2.151, 1.849, 12.83, 10.86, 10.2
1983, 8, 1.805, 2.52, 2.967, 13.84, 11.3, 10.26
1983, 9, 0.668, 0.5625, 0.5899, 8.98, 7.316, 6.808
1983, 10, 0.9101, 1.209, 1.397, 3.307, 1.289, 0.5296
1983, 11, 4.064, 4.911, 5.139, -3.791, -5.925, -6.9
1983, 12, 4.789, 6.318, 6.652, -9.682, -11.46, -12.23
1984, 1, 0.5625, 0.7829, 0.9504, -15.9, -14.1, -12.87
1984, 2, 0.989, 1.8, 2.178, -12.75, -11.68, -10.81
1984, 3, 2.228, 3.005, 3.582, -6.93, -8.288, -8.647
1984, 4, 2.907, 3.963, 4.461, -3.274, -5.413, -6.259
1984, 5, 1.451, 2.134, 2.525, 5.906, 3.433, 2.425
1984, 6, 2.317, 2.396, 2.451, 8.839, 6.69, 5.865
1984, 7, 3.552, 3.844, 3.943, 13.01, 10.84, 9.992
1984, 8, 2.932, 3.416, 3.827, 12.18, 9.818, 8.831
1984, 9, 1.454, 1.423, 1.398, 8.197, 5.955, 5.07
1984, 10, 2.415, 3.298, 3.793, -0.9918, -3.046, -3.967
1984, 11, 1.038, 1.651, 1.929, -4.649, -6.214, -6.85
1984, 12, 1.05, 1.627, 1.821, -8.876, -9.586, -9.778
1985, 1, 1.543, 1.92, 2.115, -12.47, -12.75, -12.56
1985, 2, 1.503, 1.78, 1.736, -12.93, -13.31, -13.16
1985, 3, 2.155, 2.893, 3.153, -4.915, -6.732, -7.479
1985, 4, 2.098, 2.982, 3.682, 1.463, -1.023, -2.104
1985, 5, 1.123, 1.598, 2.081, 5.838, 3.422, 2.363
1985, 6, 0.8783, 0.9584, 1.063, 10.63, 8.206, 7.362
1985, 7, 2.528, 2.648, 2.886, 13.16, 10.57, 9.379
1985, 8, 0.5092, 0.4794, 0.461, 12.23, 10.18, 9.407
1985, 9, 2.244, 2.573, 2.827, 5.979, 3.996, 3.141
1985, 10, 2.002, 1.978, 2.012, 1.834, 0.1112, -0.5005
1985, 11, 3.789, 3.993, 3.805, -5.742, -7.403, -8.145
1985, 12, 1.181, 1.676, 1.764, -10.26, -10.61, -10.53
1986, 1, 0.5084, 0.9167, 1.051, -9.891, -9.126, -8.094
1986, 2, 4.083, 5.632, 5.881, -6.399, -8.279, -9.264
1986, 3, 0.7691, 1.147, 1.299, -1.845, -3.821, -4.641
1986, 4, 2.78, 3.747, 4.235, 0.8281, -1.666, -2.931
1986, 5, 0.8797, 0.9618, 1.059, 4.947, 2.538, 1.517
1986, 6, 1.349, 1.677, 1.788, 11.17, 8.548, 7.52
1986, 7, 2.163, 2.496, 2.536, 11.96, 9.569, 8.544
1986, 8, 1.267, 1.481, 1.657, 12.19, 9.99, 9.055
1986, 9, 1.741, 1.742, 1.757, 6.921, 4.843, 4.131
1986, 10, 1.593, 2.306, 2.666, 1.168, -0.8754, -1.829
1986, 11, 1.134, 1.909, 2.151, -4.883, -6.365, -7.138
1986, 12, 0.576, 0.8236, 0.8128, -9.916, -11.21, -11.46
1987, 1, 0.9101, 1.547, 1.856, -11.01, -12.44, -12.93
1987, 2, 1.182, 1.959, 2.322, -7.307, -9.427, -10.3
1987, 3, 1.338, 2.141, 2.509, -5.287, -7.962, -9.308
1987, 4, 1.164, 2.054, 2.576, 1.227, -1.711, -3.28
1987, 5, 1.787, 2.322, 2.503, 5.927, 3.181, 1.827
1987, 6, 0.6416, 1.037, 1.284, 10.98, 8.412, 7.381
1987, 7, 1.592, 1.775, 1.771, 12.79, 10.38, 9.487
1987, 8, 1.16, 1.517, 1.68, 11.69, 9.118, 7.948
1987, 9, 0.5393, 0.597, 0.5562, 7.037, 5.039, 4.333
1987, 10, 1.342, 1.383, 1.23, 3.389, 1.504, 0.7443
1987, 11, 1.244, 2.261, 2.666, -4.992, -6.441, -7.036
1987, 12, 1.921, 2.539, 2.406, -10.19, -12.06, -13.15
1988, 1, 1.665, 2.442, 2.573, -14.18, -14.22, -14.17
1988, 2, 1.012, 1.769, 1.815, -11.39, -11.19, -10.93
1988, 3, 1.894, 2.95, 3.319, -8.097, -9.649, -10.43
1988, 4, 1.417, 2.258, 2.505, 0.07271, -2.361, -3.682
1988, 5, 1.655, 1.839, 1.842, 4.651, 2.294, 1.063
1988, 6, 0.9036, 1.265, 1.55, 11.53, 8.82, 7.39
1988, 7, 0.6831, 1.09, 1.24, 13.62, 11.07, 9.874
1988, 8, 0.8003, 1.193, 1.434, 12.85, 10.45, 9.399
1988, 9, 0.7117, 0.6966, 0.6485, 7.11, 5.046, 4.271
1988, 10, 0.4094, 0.5998, 0.7327, 4.027, 2.177, 1.39
1988, 11, 2.789, 3.214, 3.039, -4.834, -7.052, -8.178
1988, 12, 1.282, 1.75, 1.931, -12.32, -12.54, -12.28
1989, 1, 1.153, 1.541, 1.696, -13.33, -13.02, -12.53
1989, 2, 3.397, 3.775, 3.285, -10.92, -11.23, -11.32
1989, 3, 1.654, 2.55, 2.772, -3.147, -4.593, -5.437
1989, 4, 1.873, 3.371, 4.07, 1.347, -1.36, -2.927
1989, 5, 1.258, 1.883, 2.148, 5.431, 2.973, 1.703
1989, 6, 0.7807, 1.049, 1.061, 8.632, 6.293, 5.291
1989, 7, 1.976, 2.254, 2.167, 13.08, 11.19, 10.43
1989, 8, 0.9435, 1.079, 1.085, 10.86, 8.855, 7.973
1989, 9, 0.6984, 0.8703, 0.9585, 7.987, 6.046, 5.259
1989, 10, 1.068, 0.9511, 0.8318, 1.702, 0.01985, -0.5389
1989, 11, 1.049, 1.335, 1.232, -4.353, -6.12, -7.087
1989, 12, 1.318, 1.905, 1.884, -11.22, -12.11, -12.4
1990, 1, 0.4053, 0.8754, 0.9854, -10.65, -11.77, -11.96
1990, 2, 0.9536, 1.114, 1.142, -8.755, -10.09, -10.6
1990, 3, 1.853, 3.034, 3.374, -3.295, -5.134, -6.105
1990, 4, 1.877, 3.223, 3.524, 1.177, -1.006, -2.103
1990, 5, 1.534, 1.658, 1.793, 3.79, 1.615, 0.5612
1990, 6, 0.5781, 0.5166, 0.3299, 11.07, 9.15, 8.565
1990, 7, 2.198, 2.728, 2.883, 11.86, 9.886, 8.949
1990, 8, 1.064, 1.774, 2.197, 10.99, 9.017, 8.2
1990, 9, 1.477, 2.132, 2.354, 9.161, 7.491, 6.931
1990, 10, 1.833, 2.06, 2.057, 1.433, -0.05805, -0.5756
1990, 11, 1.325, 1.507, 1.472, -3.068, -4.492, -4.999
1990, 12, 1.235, 1.42, 1.308, -12.28, -12.8, -12.68
1991, 1, 1.1, 1.284, 1.286, -12.41, -12.64, -12.41
1991, 2, 0.4116, 0.9591, 1.266, -8.714, -8.575, -8.219
1991, 3, 1.639, 2.985, 3.494, -4.227, -6.948, -8.146
1991, 4, 2.431, 3.7, 4.022, -0.6825, -3.619, -4.939
1991, 5, 1.304, 1.864, 2.217, 6.096, 3.147, 1.778
1991, 6, 1.448, 1.697, 1.767, 10.57, 7.904, 6.854
1991, 7, 1.912, 2.076, 2.339, 12.84, 10.21, 9.177
1991, 8, 1.653, 1.795, 2.066, 11.85, 9.612, 8.686
1991, 9, 1.046, 1.173, 1.121, 7.726, 5.794, 5.121
1991, 10, 0.8401, 1.155, 1.294, 2.724, 0.9874, 0.2094
1991, 11, 1.688, 3.253, 3.714, -5.305, -7.826, -9.101
1991, 12, 0.3063, 0.3511, 0.2989, -10.57, -10.6, -9.907
1992, 1, 0.6035, 0.7929, 0.7862, -12.36, -11.85, -11.21
1992, 2, 0.8103, 1.387, 1.426, -8.263, -9.466, -9.863
1992, 3, 2.572, 4.161, 4.644, -2.855, -5.415, -6.714
1992, 4, 1.343, 2.045, 2.395, 3.18, 0.5122, -0.7512
1992, 5, 2.341, 2.646, 2.741, 6.939, 4.282, 2.868
1992, 6, 0.9933, 1.396, 1.698, 9.263, 6.747, 5.608
1992, 7, 1.306, 1.467, 1.542, 11.53, 9.037, 8.057
1992, 8, 1.64, 2.148, 2.413, 11.37, 9.028, 8.223
1992, 9, 1.035, 1.151, 1.072, 8.132, 6.14, 5.594
1992, 10, 0.7114, 1.002, 1.085, 4.104, 2.261, 1.683
1992, 11, 1.961, 2.522, 2.513, -8.122, -10.02, -10.88
1992, 12, 1.093, 1.227, 1.165, -10.84, -11.65, -11.83
1993, 1, 1.533, 2.047, 1.91, -10.69, -10.56, -10.12
1993, 2, 3.807, 5.513, 5.067, -10.03, -10.4, -10.48
1993, 3, 2.543, 3.878, 4.099, -5.645, -6.39, -6.428
1993, 4, 2.738, 3.773, 3.863, -1.294, -3.544, -4.419
1993, 5, 1.931, 2.353, 2.637, 4.949, 2.675, 1.569
1993, 6, 1.412, 1.573, 1.603, 8.191, 6.409, 5.786
1993, 7, 0.8177, 1.021, 1.143, 10.81, 9.194, 8.712
1993, 8, 0.7249, 0.7487, 0.779, 10.7, 8.887, 8.193
1993, 9, 1.65, 1.898, 2.128, 6.077, 4.29, 3.646
1993, 10, 1.695, 2.178, 2.261, 0.6633, -1.213, -2.174
1993, 11, 1.585, 2.192, 2.338, -8.319, -9.268, -9.44
1993, 12, 0.7773, 1.023, 0.9805, -11.38, -11.51, -11.09
1994, 1, 0.9863, 1.82, 2.184, -10.85, -11.44, -11.34
1994, 2, 1.426, 2.122, 2.016, -10.79, -11.21, -11.42
1994, 3, 1.328, 1.792, 2.07, -4.014, -6.12, -7.365
1994, 4, 2.097, 3.637, 4.352, -0.02042, -2.671, -4.3
1994, 5, 0.8219, 1.227, 1.358, 6.705, 3.679, 2.068
1994, 6, 0.9165, 0.8019, 0.6662, 11.89, 9.425, 8.557
1994, 7, 0.5748, 0.5165, 0.5082, 13.31, 10.63, 9.532
1994, 8, 1.587, 1.99, 2.263, 13.23, 10.5, 9.214
1994, 9, 1.222, 1.712, 1.815, 8.441, 5.823, 4.688
1994, 10, 0.8101, 1.135, 1.197, 2.432, -0.3555, -1.769
1994, 11, 1.591, 2.088, 1.991, -6.036, -7.958, -9.033
1994, 12, 0.8451, 0.8159, 0.6592, -9.405, -9.896, -9.946
1995, 1, 0.921, 1.229, 1.235, -12.14, -12.27, -12.39
1995, 2, 3.735, 5.958, 5.408, -5.791, -6.965, -7.385
1995, 3, 2.517, 3.266, 3.305, -4.135, -5.89, -6.46
1995, 4, 4.075, 5.849, 6.462, -1.517, -3.871, -4.952
1995, 5, 3.941, 5.122, 5.976, 2.789, 0.2807, -0.9674
1995, 6, 1.716, 2.159, 2.446, 8.322, 5.746, 4.525
1995, 7, 1.871, 1.714, 1.51, 11.14, 8.903, 8.093
1995, 8, 0.8438, 1.205, 1.44, 13.14, 10.9, 10.14
1995, 9, 1.795, 2.009, 2.101, 8.207, 5.744, 4.725
1995, 10, 1.358, 1.601, 1.533, 0.7908, -1.09, -1.559
1995, 11, 1.974, 2.797, 2.867, -2.301, -4.398, -5.002
1995, 12, 1.934, 2.931, 2.852, -8.747, -9.865, -10.01
1996, 1, 4.696, 6.737, 6.672, -11.47, -12.24, -12.33
1996, 2, 3.918, 5.283, 4.831, -9.695, -9.696, -9.668
1996, 3, 1.361, 2.299, 2.549, -6.329, -7.56, -7.772
1996, 4, 2.095, 3.337, 3.506, -0.7681, -3.17, -4.144
1996, 5, 1.474, 2.278, 2.643, 6.595, 4.256, 3.242
1996, 6, 0.9661, 1.22, 1.27, 10.16, 8.043, 7.463
1996, 7, 0.8755, 0.8881, 0.9231, 13.26, 11.1, 10.53
1996, 8, 0.4805, 0.667, 0.712, 12.39, 9.993, 9.253
1996, 9, 2.102, 2.44, 2.706, 6.81, 4.413, 3.612
1996, 10, 1.419, 1.774, 1.847, 1.205, -0.4645, -0.8547
1996, 11, 2.535, 2.898, 2.533, -3.989, -5.365, -5.574
1996, 12, 2.489, 4.13, 4.311, -9.347, -11.04, -11.73
1997, 1, 2.252, 2.991, 3.056, -11.7, -11.67, -11.29
1997, 2, 1.509, 2.143, 2.392, -10.9, -11.47, -11.48
1997, 3, 1.055, 1.404, 1.525, -3.886, -5.457, -5.894
1997, 4, 3.692, 5.257, 6.115, -2.023, -4.757, -6.011
1997, 5, 2.604, 2.81, 2.348, 4.754, 2.119, 0.9025
1997, 6, 0.9088, 1.274, 1.474, 10.27, 7.739, 6.904
1997, 7, 0.8564, 1.115, 1.204, 12.4, 10.09, 9.383
1997, 8, 2.121, 2.254, 2.646, 11.92, 9.26, 8.273
1997, 9, 1.969, 1.652, 1.455, 9.56, 7.297, 6.533
1997, 10, 1.388, 1.713, 1.798, 1.914, -0.2928, -1.007
1997, 11, 1.326, 2.116, 2.263, -4.94, -7.37, -8.336
1997, 12, 0.5906, 0.8373, 0.786, -10.54, -11.62, -11.7
1998, 1, 1.532, 2.243, 2.359, -9.135, -10.36, -10.7
1998, 2, 1.816, 2.574, 2.158, -8.311, -9.852, -10.69
1998, 3, 1.391, 2.476, 3.006, -5.099, -7.148, -7.968
1998, 4, 1.984, 3.325, 4.132, -1.067, -3.842, -5.256
1998, 5, 0.4419, 0.5536, 0.699, 5.817, 3.43, 2.466
1998, 6, 0.8271, 0.816, 0.7341, 8.232, 6.218, 5.601
1998, 7, 2.836, 3.539, 3.996, 14.28, 11.76, 10.75
1998, 8, 1.252, 1.569, 1.857, 12.51, 10.22, 9.431
1998, 9, 0.8296, 1.342, 1.7, 10.26, 8.134, 7.438
1998, 10, 1.584, 1.904, 1.875, 2.163, 0.3182, -0.3689
1998, 11, 1.761, 1.952, 1.746, -3.007, -4.657, -5.145
1998, 12, 1.458, 1.462, 1.383, -10.03, -10.1, -9.861
1999, 1, 1.795, 3.072, 3.427, -8.368, -9.585, -9.953
1999, 2, 1.384, 2.402, 2.586, -7.433, -8.598, -8.799
1999, 3, 1.206, 1.53, 1.402, -2.025, -4.058, -4.946
1999, 4, 2.548, 5.589, 7.197, -1.363, -3.999, -5.289
1999, 5, 2.354, 3.393, 3.54, 4.013, 1.373, 0.1714
1999, 6, 1.346, 1.492, 1.487, 9.385, 6.933, 6.014
1999, 7, 1.644, 2.568, 2.945, 13.18, 11.02, 10.34
1999, 8, 1.55, 2.143, 2.476, 11.99, 9.658, 8.743
1999, 9, 0.8725, 1.158, 1.234, 6.707, 4.759, 4.15
1999, 10, 0.694, 1.241, 1.524, 2.202, 0.7807, 0.5452
1999, 11, 0.8563, 1.08, 1.052, -1.981, -2.506, -2.091
1999, 12, 1.828, 2.324, 2.184, -9.689, -10.52, -10.68
